ein,name,mission,city,state
1703,Mercy Hospital Joplin,"AS THE SISTERS OF MERCY BEFORE US, WE BRING TO LIFE THE HEALING MINISTRY OF JESUS THROUGH OUR COMPASSIONATE CARE AND EXCEPTIONAL SERVICE.",JOPLIN,MO
1704,Wellmont Medical Associates Inc,Honor those we serve by delivering the best possible care.,Johnson City,TN
1705,GOODWILL INDUSTRIES OF THE VALLEY WORKS,"THROUGH THE WORK OF GOODWILL, PEOPLE WILL HAVE THE OPPORTUNITY TO ACHIEVE THEIR GREATEST POTENTIAL.",ROANOKE,VA
1706,Creative Testing Solutions,TO PROVIDE EXCEPTIONAL CUSTOMIZED LABORATORY TESTING SERVICES TO SUPPORT THE HOSPITALS AND OTHER HEALTHCARE ORGANIZATIONS WITH THEIR LIFE SAVING MISSIONS.,TEMPE,AZ
1707,GOTHIC HSP CORPORATION,SEE SCHEDULE O FOR ORGANIZATION'S MISSION STATEMENT,DURHAM,NC
1708,ARCH HEALTH PARTNERS INC,TO PROVIDE COMPREHENSIVE HEALTHCARE SERVICES OF EXCEPTIONAL QUALITY.,POWAY,CA
1709,ST JOSEPH'S HEALTH SYSTEM SUBORDINATE,TO PROVIDE QUALITY HEALTHCARE WITH SPECIAL CONCERN FOR THE POOR AND UNDERSERVED.,PATERSON,NJ
1710,VIRTUA MEDICAL GROUP PA,"OUR MISSION IS TO HELP THE COMMUNITY TO BE WELL, GET WELL AND STAY WELL.",MARLTON,NJ
1711,PaintCare Inc,"An industry sponsored paint stewardship non-profit program established to manage the reuse, recycling, and proper disposal of unused architectural paint.",Washington,DC
1712,PRIMA MEDICAL FOUNDATION,"ESTABLISHING, OPERATING, AND MAINTAINING MULTI-SPECIALTY MEDICAL CLINICS THROUGHOUT MARIN AND SONOMA COUNTIES.",NOVATO,CA
1713,CLINTON HEALTH ACCESS INITIATIVE INC,"THE CLINTON HEALTH ACCESS INITIATIVE, INC. (CHAI) IS A GLOBAL HEALTH ORGANIZATION COMMITTED TO SAVING LIVES AND REDUCING THE BURDEN OF DISEASE IN LOW- AND MIDDLE-INCOME COUNTRIES.",BOSTON,MA
1714,CHORUS COMMUNITY HEALTH PLANS INC,TO PROVIDE ACCESS TO QUALITY HEALTH CARE AND SERVICES TO ITS MEMBERS IN WI.,MILWAUKEE,WI
1715,HERZING UNIVERSITY LTD,"HERZING UNIVERSITY IS A REGIONALLY-ACCREDITED, PRIVATE CAREER UNIVERSITY THAT PROVIDES EDUCATIONAL PROGRAMS AT THE CERTIFICATE, UNDERGRADUATE, AND GRADUATE LEVELS FOR A DIVERSE STUDENT POPULATION IN TRADITIONAL, NON-TRADITIONAL AND ONLINE DELIVERY FORMATS. THE CORPORATE ADMINISTRATIVE OFFICE AND ONLINE OPERATIONS SUPPORT OFFICE ARE LOCATED IN MILWAUKEE, WI WITH A SECONDARY ONLINE OPERATIONS SUPPORT OFFICE IN CHICAGO, IL AND TEN CAMPUSES LOCATED THROUGHOUT THE UNITED STATES. THROUGH QUALITY TEACHING AND LEARNING, THE UNIVERSITY IS COMMITTED TO PROVIDE STUDENTS WITH OPPORTUNITIES TO DEVELOP THE KNOWLEDGE, UNDERSTANDING AND SKILLS NECESSARY FOR SUCCESSFUL EMPLOYMENT. COMMITTED TO THE PHILOSOPHY OF PUTTING STUDENTS AT THE CENTER OF THE UNIVERSITY MISSION, HERZING UNIVERSITY PREPARES GRADUATES FOR CAREERS IN TECHNOLOGY, BUSINESS, HEALTHCARE, AND PUBLIC SAFETY.",MILWAUKEE,WI
1716,Stamford Health Medical Group Inc,SUPPORTS THE PROVISION OF PHYSICIAN SERVICES AND OTHER HEALTH PRACTITIONER SERVICES TO THE RESIDENTS OF THE COMMUNITIES SERVED BY STAMFORD HOSPITAL AFFILIATED ORGANIZATIONS.,STAMFORD,CT
1717,GIVEDIRECTLY INC,TO REDUCE POVERTY BY PROVIDING FINANCIAL ASSISTANCE DIRECTLY TO THOSE IN NEED.,NEW YORK,NY
1718,CORE COMMUNITY ORGANIZED RELIEF EFFORT,"TO SAVE LIVES AND STRENGTHEN COMMUNITIES AFFECTED BY, OR VULNERABLE TO, CRISIS.",LOS ANGELES,CA
1719,TEAM RUBICON INC,HUMANITARIAN AND CONVENTIONAL AID RESPONSES WITHIN AND OUTSIDE THE US.,LOS ANGELES,CA
1720,PRAGER UNIVERSITY FOUNDATION,WE PROMOTE AMERICAN VALUES THROUGH THE CREATIVE USE OF DIGITAL MEDIA.,SHERMAN OAKS,CA
1721,SAINT ALPHONSUS MEDICAL CENTER -,TO PROVIDE HEALTH CARE AND HOSPITAL SERVICES,ONTARIO,OR
1722,SOUTHEAST FLORIDA BEHAVIORAL HEALTH,"OUR MISSION IS A SEAMLESS, ACCESSIBLE, RECOVERY-ORIENTED SYSTEM OF BEHAVIORAL HEALTH CARE DRIVEN BY CONSUMERS, PROVIDERS, AND OTHER STAKEHOLDERS, IN WHICH INNOVATION AND COLLABORATION ARE THE NORM AND DIVERSIFIED FINANCIAL RESOURCES COMFORTABLY SUPPORT AN ARRAY OF PREVENTION AND TREATMENT PRACTICES LEADING TO EXCELLENT OUTCOMES FOR INDIVIDUALS SERVED, PROVIDERS, AND THE COMMUNITY.",JUPITER,FL
1723,SAINT ALPHONSUS HEALTH SYSTEM INC,TO PROVIDE HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,BOISE,ID
1724,ONE NATION,"ONE NATION IS ENGAGED IN PUBLIC COMMUNICATIONS AND DIRECT CONTACT WITH INTERESTED CONSTITUENCIES TO ADVOCATE POLICY OUTCOMES ON PENDING LEGISLATIVE AND REGULATORY ISSUES SUCH AS: HEALTH CARE REFORM, TAXES, SPENDING AND DEFICITS, CONGRESSIONAL REFORM AND ENERGY AND ENVIRONMENT. THE PURPOSE OF THESE ISSUE ADVOCACY AND GRASSROOTS LOBBYING ACTIVITIES IS TO PROMOTE POLICIES THAT STRENGTHEN THE NATION'S ECONOMY, REDUCE REGULATION OF PRIVATE SECTOR ACTIVITY, AND RESTORE GOVERNMENT TO A SOUND FINANCIAL FOOTING.",HAYMARKET,VA
1725,ASCENSION VIA CHRISTI HOSPITAL ST TERESA INC,TO IMPROVE THE HEALTH AND WELL-BEING OF ALL PEOPLE IN THE COMMUNITIES WE SERVE.,ST LOUIS,MO
1726,ATHENS REGIONAL SPECIALTY SERVICES INC,TO SERVE AND PROMOTE THE PUBLIC HEALTH OF THE GENERAL POPULATION.,ATHENS,GA
1727,St Vincent Medical Group Inc,To improve the health and well-being of all people in the communities we serve.,ST LOUIS,MO
1728,FROEDTERT & THE MEDICAL COLLEGE OF,"FROEDTERT & THE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS, INC.ADVANCE THE HEALTH OF THE PEOPLE OF THE DIVERSE COMMUNITIES WE SERVETHROUGH EXCEPTIONAL CARE ENHANCED BY INNOVATION AND DISCOVERY.",MENOMONEE FALLS,WI
1729,FRANKLIN ACADEMY FOUNDATION INC,"TO CREATE LIFE-LONG LEARNERS BY DEVELOPING CRITICAL THINKING SKILLS AND PROMOTING HIGH LEVELS OF ACADEMIC ACHIEVEMENT IN STUDENTS, WHILE MEETING THE BENCHMARKS OF A STANDARDS-BASED CURRICULUM UTILIZING VARIED RESEARCH-BASED INSTRUCTIONAL STRATEGIES, TECHNOLOGIES, AND MEDIA, WITH AN EMPHASIS ON CHARACTER DEVELOPMENT.",FORT LAUDERDALE,FL
1730,MCLAREN HEALTH PLAN COMMUNITY,"ENHANCE OUR MEMBERS' HEALTH STATUS IN THE COMMUNITIES WE SERVE BY PROMOTING: 1. PREVENTIVE CARE AND WELL-BEING 2. ACCESS TO QUALITY HEALTH SERVICES 3. STRONG RELATIONSHIPS WITH OUR MEMBERS, PROVIDERS, AND EMPLOYERS.",FLINT,MI
1731,SWEDISH EDMONDS,TO IMPROVE THE HEALTH AND WELL-BEING OF EACH PERSON WE SERVE IN SNOHOMISH COUNTY.,RENTON,WA
1732,EMPOWER ILLINOIS,TO EXPAND QUALITY EDUCATION OPTIONS FOR LOW-INCOME AND WORKING-CLASS FAMILIES OF ILLINOIS.,CHICAGO,IL
1733,ADVANTAGE HEALTHSAINT MARY'S,TO PROVIDE HEALTH CARE SERVICES,GRAND RAPIDS,MI
1734,The Hawaii Pacific Foundation Inc,TO EMPOWER HAWAIIAN COMMUNITIES BY SUPPORTING PROGRAMS THAT IMPROVE ACCESS TO OPPORTUNITIES FOR SUCCESS TO THE SOCIO-ECONOMICALLY DISADVANTAGED.,Honolulu,HI
1735,MIGHTYCAUSE CHARITABLE FOUNDATION,FOSTERS THE DEMOCRATIZATION OF PHILANTHROPY PROMOTING HIGH VOLUME FUNDRAISING & GRANT MAKING.,MARIANNA,FL
1736,Cornet Association of America,"To support, promote and advance (1)medical science and health care, innovation and alternative forms of education; continued Sch O.",Washington,DC
1737,AAA SCHOLARSHIP FOUNDATION INC,"AAA SCHOLARSHIP FOUNDATION, INC. (""AAA"") IS A GEORGIA NOT-FOR-PROFIT ORGANIZATION INCORPORATED MARCH 26, 2010. AAA'S MISSION IS TO: 1) PROMOTE RELIEF TO THE POOR AND UNDERPRIVILEGED AND 2) PROMOTE THE ADVANCEMENT OF EDUCATION. WE CARRY-OUT OUR MISSION BY ADMINISTERING VARIOUS LEGISLATIVELY- AUTHORIZED SCHOLARSHIP PROGRAMS THAT HELP ENSURE ECONOMICALLY-DISADVANTAGED FAMILIES AND FAMILIES OF CHILDREN WITH DISABILITIES HAVE EQUAL ACCESS TO THE CUSTOMIZED LEARNING OPTIONS THEY NEED TO EFFECTIVELY EDUCATE THEIR CHILDREN. AAA IS AN APPROVED SCHOLARSHIP ORGANIZATION (SO) IN GEORGIA, ARIZONA, FLORIDA, AND NEVADA. AS AN SO, AAA MAY RECEIVE RE-DIRECTED STATE TAXES FROM INDIVIDUAL AND CORPORATE TAXPAYERS. THESE RE-DIRECTED FUNDS ARE THEN DISTRIBUTED TO ELIGIBLE STUDENTS IN THE FORM OF SCHOLARSHIPS (UP TO GRADE 12) SO THEY MAY ACCESS THE EDUCATIONAL ENVIRONMENTS THAT BEST FIT THEIR LEARNING NEEDS. AAA UNDERSTANDS THAT FAMILIES FIGHTING GENERATIONAL POVERTY SEE EDUCATION AS THE SUREST MEANS TO UPWA",TAMPA,FL
1738,OHIO LIVING HOLDINGS,"OUR MISSION IS TO PROVIDE OLDER ADULTS WITH CARING AND QUALITY SERVICES TOWARD THE ENHANCEMENT OF PHYSICAL, MENTAL AND SPIRITUAL WELL-BEING CONSISTENT WITH THE CHRISTIAN GOSPEL.",WESTERVILLE,OH
1739,TRINITY MEDICAL WNY PC,"To provide medical services to all persons without regard to age, color, creed, sex, or the ability to pay for services; to promote the highest level of health care available, and to improve access to primary health care services for indigent and other medically underserved residents in Erie County. 2022 Primary Care Visits 47,387 2022 Clinic Visits 211,939",BUFFALO,NY
1740,Broadline Risk Retention Group Inc co MARSH MANAGEMENT SERVICES INC,"TO PROVIDE PROFESSIONAL, GENERAL AND EXCESS LIABILITY INSURANCE COVERAGES TO THE ALBERT EINSTEIN HEALTHCARE NETWORK AND ITS EIGHT AFFILIATED MEMBERS.",Colchester,VT
1741,SOUTH NASSAU COMMUNITIES HOSPITAL,"THE MISSION OF SOUTH NASSAU COMMUNITIES HOSPITAL'S AFFILIATES (""THE AFFILIATES"") IS TO PROVIDE HIGH QUALITY, COMPREHENSIVE AND EASILY ACCESSIBLE HEALTH CARE TO ALL RESIDENTS OF THE SOUTH SHORE COMMUNITIES IN A MANNER THAT REFLECTS A CULTURE OF EXCELLENCE, PERSONALIZED, CULTURALLY COMPETENT CARE AND INNOVATION IN SUPPORT OF THE HOSPITAL'S MISSION.",OCEANSIDE,NY
1742,ICS SUPPORT ORGANIZATION INC,"TO PROVIDE SUPPORT TO THE INDIAN COMMUNITY SCHOOL, INC.",FRANKLIN,WI
1743,NEIGHBORHOOD OUTREACH ACCESS TO,"TO PROVIDE COMPASSIONATE, QUALITY HEALTHCARE FOR OUR COMMUNITY.",PHOENIX,AZ
1744,SENTARA PRINCESS ANNE HOSPITAL,"AS PART OF SENTARA HEALTH'S INTEGRATED HEALTH CARE SYSTEM, WE IMPROVE HEALTH EVERY DAY.",VIRGINIA BEACH,VA
1745,St Luke's McCall Ltd,Provide healthcare services to the community.,Boise,ID
1746,REMINGTON COLLEGE,POST-SECONDARY EDUCATION,DALLAS,TX
1747,UT LE BONHEUR PEDIATRIC SPECIALISTS INC,PROVISION OF MULTI-SPECIALTY PEDIATRIC SERVICES SOLEY FOCUSED ON CHILDREN'S HEALTHCARE.,MEMPHIS,TN
1748,MUSEUM OF THE BIBLE,"THE MUSEUM OF THE BIBLE IS AN INNOVATIVE, GLOBAL AND EDUCATIONAL INSTITUTION WHOSE PURPOSE IS TO INVITE ALL PEOPLE TO ENGAGE WITH THE TRANSFORMATIVE POWER OF THE BIBLE. WE DO SO THROUGH FOUR MAIN INITIATIVES: OUR PERMANENT MUSEUM IN WASHINGTON, D.C., TRAVELING EXHIBITIONS, EDUCATION AND RESEARCH. THESE ARE FURTHER DESCRIBED AT WWW.MUSEUMOFTHEBIBLE.ORG/OUR-HISTORY.",OKLAHOMA CITY,OK
1749,WORLD CENTRAL KITCHEN INC,"WCK IS FIRST TO THE FRONTLINES, PROVIDING MEALS IN RESPONSE TO HUMANITARIAN, (CONTINUED ON SCH O) CLIMATE, AND COMMUNITY CRISES, AND BUILDING RESILIENT FOOD SYSTEMS WITH LOCALLY LED SOLUTIONS.",WASHINGTON,DC
1750,FIRST CHOICE PHYSICIAN PARTNERS,PROVIDE HEALTH CARE SERVICES AND PERFORM MEDICAL AND CLINICAL RESEARCH IN THE PUBLIC INTEREST.,DALLAS,TX
1751,ACADEMY OF MATHEMATICS AND SCIENCE,"WE WILL MOTIVATE AND INSPIRE STUDENTS FOR ACADEMIC, CAREER, AND LIFE SUCCESS THROUGH PROVIDING AN ADVANCED, WELL-ROUNDED, COLLEGE PREPARATORY EDUCATION INTERLACED WITH HABITS OF MIND, CHARACTER BUILDING, AND 21ST CENTURY SKILLS.",TUCSON,AZ
1752,UNIVERSITY OF LOUISVILLE PHYSICIANS INC,"PROVIDE PROFESSIONAL MEDICAL SERVICES IN A VARIETY OF MEDICAL SPECIALTIES AND DISCIPLINES IN ACCORDANCE WITH THE CORPORATION'S CHARITABLE MISSION: STRENGTHEN AND BROADEN THE RANGE OF SKILLS AND PATIENT POPULATIONS AVAILABLE FOR PHYSICIANS WHO ARE UNIVERSITY OF LOUISVILLE SCHOOL OF MEDICINE (ULSM) FACULTY TO CARRY ON PATIENT CARE, TEACHING AND RESEARCH; AND AID AND SUPPORT ULSM AND ITS CLINICAL DEPARTMENTS IN THE FURTHERANCE OF THEIR CHARITABLE, EDUCATIONAL AND SCIENTIFIC MISSION AND ACTIVITIES.",LOUISVILLE,KY
1753,Peninsula Generation Cooperative,"TO OBTAIN, SELL, AND DELIVER ELECTRIC ENERGY FOR ITS MEMBER.",Cadillac,MI
1754,UC HEALTHCARE SYSTEM,"UC HEALTHCARE SYSTEM IS THE SOLE MEMBER OF UC HEALTH, LLC AND IS RESPONSIBLE FOR FACILITATING INTERACTION, COOPERATION AND COMMUNICATION BETWEEN THE VARIOUS ENTITIES THAT MAKE UP THE UC HEALTH SYSTEM TO ENSURE A SUPERIOR ACADEMIC MEDICAL COMPLEX FOR THE RESIDENTS OF GREATER CINCINNATI AND THE SURROUNDING REGION.",CINCINNATI,OH
1755,ST JOSEPH'S MEDICAL PC,TO PROVIDE HEALTH CARE SERVICES,SYRACUSE,NY
1756,CIRCLE HEALTH PHYSICIANS INC,"THE CORPORATION SHALL BE OPERATED EXCLUSIVELY FOR THE CHARITABLE PURPOSE OF BENEFITING, SUPPORTING AND FURTHERING THE CHARITABLE ACTIVITIES OF LOWELL GENERAL HOSPITAL AND ORGANIZATIONS AFFILIATED WITH THE HOSPITAL.",LOWELL,MA
1757,The End Fund Inc,The END Fund's mission is to control and eliminate the most prevalent neglected tropical diseases.,New York,NY
1758,DESERT MOUNTAIN CLUB INC,"WE PROVIDE PRIVATE GOLF COURSES, CLUBHOUSES, AND OTHER STANDARD AMENTITIES TO OUR MEMBERS.",SCOTTSDALE,AZ
1759,Crosswater Canyon Inc,"To operate for the benefit of, and to support the mission and purposes of, Answers in Genesis, Inc.",Petersburg,KY
1760,UNITED STATES STEEL CORPORATION RETIREE INSURANCE BENEFITS TRUST,PAYMENT OF LIFE AND HEALTH INSURANCE BENEFITS FOR RETIRED EMPLOYEES OF U. S. STEEL.,PITTSBURGH,PA
1761,AVITA HEALTH SYSTEM,TO IMPROVE THE HEALTH AND WELL-BEING OF THOSE WE SERVE.,GALION,OH
1762,THE STERN CARDIOVASCULAR FOUNDATION,"THE STERN CARDIOVASCULAR FOUNDATION, INC.'S MISSION IS TO PROMOTE COMMUNITY HEALTH THROUGH THE PROVISION OF HEALTH CARE SERVICES AND ESTABLISH, EQUIP, AND MAINTAIN GEOGRAPHICALLY DISPERSED OUTPATIENT CLINIC LOCATIONS AT WHICH SUCH SERVICES WILL BE PROVIDED.",GERMANTOWN,TN
1763,AMALGAMATED NATIONAL HEALTH FUND,HEALTH FUND PROVIDING HEALTH AND WELFARE BENEFITS TO ELIGIBLE PARTICIPANTS AND THEIR DEPENDENTS.,WHITE PLAINS,NY
1764,PHELPS MEDICAL SERVICES PC,"A TAX EXEMPT CORPORATION ORGANIZED FOR THE SOLE PURPOSE OF SUPPORTING THE CHARITABLE PURPOSES OF PHELPS MEMORIAL HOSPITAL ASSOCIATION,BY ENGAGING IN THE PRACTICE OF MEDICINE.",SLEEPY HOLLOW,NY
1765,Scott & White Hospital-College Station,"Faith based acute care hospital providing exemplary patient care, medical education, medical research and community service to residents of the Central Texas region since 2013.",Dallas,TX
1766,COMMUNITY PLATES,COORDINATE THE TRANSFER OF EXCESS DONATED FOOD FROM FOOD SERVICE ORGANIZATIONS TO COMMUNITY ORGANIZATIONS WHO SERVE THE FOOD-INSECURE.,STAMFORD,CT
1767,ST BERNARD HOSPITAL FOUNDATION INC,"ST. BERNARD HOSPITAL FOUNDATION, INC. WAS FOUNDED FOR THE PURPOSE OF ASSISTING AND PROMOTING THE ST. BERNARD HOSPITAL SERVICE DISTRICT WITH THE DEVELOPMENT OF THE HOSPITAL FACILITY AND RAISING OF CAPITAL FOR THE OPERATION OF HEALTH CARE RELATED SERVICES TO BENEFIT THE HEALTH AND WELLNESS OF THE RESIDENTS OF THE DISTRICT, PARTICULARLY THE INDIGENT RESIDENTS OF THE DISTRICT.",CHALMETTE,LA
1768,TR 2300 N STREET CORP,"ATTACHMENT 1ATTACHEMNT 1TO HOLD TITLE TO PROPERTY, COLLECT INCOME AND REMIT NET INCOME TO THE TEACHERS RETIREMENT SYSTEM OF ILLINOIS, ITS SOLE SHAREHOLDER.",CHICAGO,IL
1769,INTERNATIONAL LEADERSHIP OF TEXAS INC,"The mission of ILTexas is to prepare students for exceptional leadership roles in the international community by emphasizing servant leadership, mastering the English, Spanish, and Chinese languages, and strengthening the mind, body, and character.",RICHARDSON,TX
1770,Social Finance Inc,"SOCIAL FINANCE IS A NATIONAL IMPACT FINANCE AND ADVISORY NONPROFIT. WE WORK WITH PUBLIC, PRIVATE, AND SOCIAL SECTORS TO BUILD INNOVATIVE (CONTINUED ON SCHEDULE O.)",Boston,MA
1771,HAMASPIK CARE INC,THE ORGANIZATION PROVIDES PERSONAL CARE AIDES (HOME ATTENDANTS) AND HOME HEALTH AIDES TO CHRONICALLY ILL OR PHYSICALLY DISABLED INDIVIDUALS WHO HAVE A MEDICAL NEED FOR HELP WITH ACTIVITIES OF DAILY LIVING OR SKILLED NURSING SERVICES. THE ORGANIZATION ALSO SERVICES THE OPWDD COMMUNITY.,SPRING VALLEY,NY
1772,MARTIN LUTHER KING JR-LOS ANGELES,"THE SPECIFIC PURPOSE OF THIS CORPORATION IS TO ORGANIZE AND OPERATE A GENERAL ACUTE CARE HOSPITAL TO PROVIDE HIGH QUALITY HOSPITAL INPATIENT, OUTPATIENT, EMERGENCY, AND ADDITIONAL HEALTH CARE SERVICES TO MEET THE NEEDS OF THE SOUTH LOS ANGELES COMMUNITY, WHICH INCLUDES INDIGENT, MEDI-CAL, MEDI-CAL MANAGED CARE, AND UNDERSERVED POPULATIONS (AMONG OTHERS); AND TO CONTRACT WITH PUBLIC AND PRIVATE ENTITIES PROVIDING MANAGED CARE PROGRAMS FOR MEDI-CAL BENEFICIARIES IN LOS ANGELES COUNTY, PARTICULARLY SOUTH LOS ANGELES.",LOS ANGELES,CA
1773,FOUR LAKES TASK FORCE,"MAINTAINING THE INLAND LAKE WATER LEVELS AND DAMS OF SANFORD, WIXOM, SMALLWOOD, AND SECORD LAKES (THE FOUR LAKES), TO PRESERVE THE ENVIRONMENT, PROMOTE THE WELFARE AND SAFETY OF THE PUBLIC, ENHANCE THE RECREATIONAL AND HEALTH BENEFITS ARISING FROM THE FOUR LAKES, AND CONDUCT ALL ACTIVITIES INCIDENTAL OR NECESSARY TO ACCOMPLISHING THE FOREGOING PURPOSES.",MIDLAND,MI
1774,NEW YORK QUEENS MEDICINE & SURGERY PC,NY QUEENS MED & SURGERY DBA NYP MEDICAL GRP/QUEENS IS ORGANIZED AND SHALL BE OPERATED EXCLUSIVELY FOR THE SOLE PURPOSE OF FURTHERING THE CHARITABLE PURPOSE OF NY-PRESBYTERIAN/QUEENS,FLUSHING,NY
1775,CITY OF HOPE MEDICAL FOUNDATION,"TO PROVIDE MEDICAL CARE FOR PEOPLE WITH CANCER, DIABETES AND OTHER LIFE-THREATENING DISEASES AS PART OF A COORDINATED HEALTHCARE DELIVERY SYSTEM OPERATED BY CITY OF HOPE.",DUARTE,CA
1776,NAVY PIER INC,"NAVY PIER, CHICAGO'S ICONIC LAKEFRONT DESTINATION AND CULTURAL INSTITUTION, IS (SEE SCHEDULE O) AN ALL-WELCOMING, YEAR-ROUND CIVIC AND CULTURAL DESTINATION WHICH IS FREE TO THE PUBLIC, OFFERING UNIQUE DINING, RETAIL, ENTERTAINMENT AND FREE PROGRAMMING TO NEARLY 9 MILLION GUESTS ANNUALLY, WHILE RELIEVING THE BURDEN OF THE GOVERNMENT TO MAINTAIN AND OPERATE THE HISTORIC DESTINATION.",CHICAGO,IL
1777,HNTB EE H & W - BENEFITS,TO PROVIDE HEALTH CARE BENEFITS AND FLEXIBLE SPENDING BENEFITS,WICHITA,KS
1778,EL CAMINO REAL ALLIANCE,"WE ENVISION A CHARTER SCHOOL COMMUNITY, HIGHLY REGARDED FOR ITS INNOVATIVE TEACHING METHODS.",WOODLAND HILLS,CA
1779,True North Medical Group PC,"True North Medical Group, PC Strives to improve the health of the communities it serves by providing the highest quality of clinical care.",Westbury,NY
1780,Relay Graduate School of Education,THE ORGANIZATION'S MISSION IS TO TEACH TEACHERS TO DEVELOP IN ALL STUDENTS THE ACADEMIC SKILLS AND STRENGTHS OF CHARACTER NEEDED TO SUCCEED IN COLLEGE AND LIFE.,New York,NY
1781,SOMERSET ACADEMY OF LAS VEGAS,SOMERSET ACADEMY OF LAS VEGAS IS A COLLEGE PREPARATORY CHARTER SCHOOL.,LAS VEGAS,NV
1782,CARRIER-ILA CONTAINER ROYALTY FUND NO,THE FUND PROVIDES FINANCIAL ASSISTANCE TO JOINT MANAGEMENT ILA EMPLOYEE BENEFIT PLANS (OTHER THAN PENSION) IN LOCAL PORTS OR DISTRICTS.,LYNDHURST,NJ
1783,WISCONSIN HOUSING PRESERVATION CORP,"TO PRESERVE, PROVIDE, AND PROTECT AFFORDABLE HOUSING FOR THE LOW AND MODERATE INCOME CITIZENS IN WISCONSIN.",MADISON,WI
1784,VISITING NURSE SERVICE OF NEW YORK HOSPICE,TO PROVIDE HIGH QUALITY HOME AND COMMUNITY-BASED CARE THROUGH DELIVERING HOSPICE SERVICES.,NEW YORK,NY
1785,GLOBALGIVING FOUNDATION INC,TO TRANSFORM AID AND PHILANTHROPY TO ACCELERATE COMMUNITY-LED CHANGE.,WASHINGTON,DC
1786,NORTHWEST BEHAVIORAL HEALTH PARTNERSHIP,TO PROVIDE ASSISTANCE TO NORTHWEST BEHAVIORAL HEALTH PARTNERSHIP'S COUNTY MEMBERS AND OTHER BEHAVIORAL HEALTH SERVICE ENTITIES IN THE ADMINISTRATION OF A NETWORK OF PUBLICLY FUNDED SERVICES FOR THE PURPOSE OF PROMOTING EXCELLENCE IN BEHAVIORAL HEALTH SERVICES.,NEW CASTLE,PA
1787,FENTON CHARTER PUBLIC SCHOOLS,"OPERATION OF PUBLIC CHARTER SCHOOLS LOCATED IN LOS ANGELES COUNTY, CALIFORNIA.",SUN VALLEY,CA
1788,INTERNATIONAL BACCALAUREATE ORGANIZATION,"INTERNATIONAL BACCALAUREATE AIMS TO DEVELOP INQUIRING, KNOWLEDGEABLE AND CARING YOUNG PEOPLE TO CREATE A BETTER WORLD THROUGH INTERCULTURAL RESPECT & UNDERSTANDING.",WASHINGTON,DC
1789,THREE SQUARE,"THREE SQUARE'S MISSION IS TO PROVIDE WHOLESOME FOOD TO HUNGRY PEOPLE, WHILE PASSIONATELY PURSUING A HUNGER FREE COMMUNITY.",LAS VEGAS,NV
1790,CATHOLIC CHARITIES OF THE,"MOTIVATED BY THE GOSPEL MESSAGE OF JESUS CHRIST AND CATHOLIC SOCIAL TEACHING, OUR MISSION IS TO BUILD A JUST AND COMPASSIONATE SOCIETY ROOTED IN THE DIGNITY OF ALL PEOPLE THROUGH EDUCATION, ADVOCACY AND THE PROVISION OF HUMAN SERVICES.",ROCHESTER,NY
1791,Moses Cone Affiliated Physicians Inc,"WE SERVE OUR COMMUNITIES BY PREVENTING ILLNESS, RESTORING HEALTH AND PROVIDING COMFORT, THROUGH EXCEPTIONAL PEOPLE DELIVERING EXCEPTIONAL CARE.",GREENSBORO,NC
1792,Mercy Health Southwest MissouriKansas Communities,"AS THE SISTERS OF MERCY BEFORE US, WE BRING TO LIFE THE HEALING MINISTRY OF JESUS THROUGH OUR COMPASSIONATE CARE AND EXCEPTIONAL SERVICE.",JOPLIN,MO
1793,BNY MELLON CHARITABLE GIFT FUND,BNY MELLON CHARITABLE GIFT FUND PROMOTES PHILANTHROPY BY MAKING GIFTS TO QUALIFIED CHARITIES.,BOSTON,MA
1794,TRINITY HEALTH SYSTEM GROUP,A COMMUNITY PARTNER DEDICATED TO EXCELLENCE IN SERVING THE HEALTH NEEDS OF THE TRI-STATE AREA.,STEUBENVILLE,OH
1795,TMT International Observatory LLC,SEE SCHEDULE O,Pasadena,CA
1796,INATAI FOUNDATION,OUR MISSION IS TO TRANSFORM THE BALANCE OF POWER TO ENSURE EQUITY AND RACIAL JUSTICE ACROSS WASHINGTON AND BEYOND.,SEATTLE,WA
1797,IVINSON MEMORIAL HOSPITAL,TRUSTED PARTNERS IN WORLD-CLASS HEALTHCARE.,LARAMIE,WY
1798,Piedmont Rockdale Hospital,TO PROVIDE COMPASSIONATE AND SUSTAINABLE HEALTHCARE IN A PROGRESSIVE ENVIRONMENT.,Conyers,GA
1799,ULSE Inc,SEE SCHEDULE O,Evanston,IL
1800,Deere & Company Welfare Benefit Trust #1,TO PROVIDE BENEFITS TO ELIGIBLE MEMBERS.,PITTSBURGH,PA
1801,BANK OF AMERICA SHORT TERM DISABILITY TRUST,PROVIDE FOR SHORT-TERM DISABILITY BENEFITS WHICH PROTECT AGAINST AN INTERRUPTION IN A PARTICIPANT'S EARNING POWER.,DALLAS,TX
1802,BOA RETIREE TRUST-BAC MEDICAL,PROVIDE CERTAIN HEALTH AND WELFARE BENEFITS TO ELIGIBLE RETIREES AND THEIR ELIGIBLE DEPENDENTS.,DALLAS,TX
